Chemical,Monitor,Date Time ,Reading
Chlorodinine,1,12/29/16 15:00,0.109192
Methylosmolene,3,12/29/16 15:00,0.104751
Methylosmolene,9,12/29/16 15:00,0.080871
AGOC-3A,2,12/29/16 15:00,0.0758484
Appluimonia,9,12/29/16 15:00,0.0115368
Chlorodinine,3,12/29/16 16:00,3.48986
Chlorodinine,4,12/29/16 16:00,2.36188
Appluimonia,4,12/29/16 16:00,2.35524
AGOC-3A,4,12/29/16 16:00,2.05634
Methylosmolene,4,12/29/16 16:00,1.88763
Methylosmolene,3,12/29/16 16:00,1.36342
Methylosmolene,5,12/29/16 16:00,1.11816
Appluimonia,2,12/29/16 16:00,1.09231
Methylosmolene,7,12/29/16 16:00,1.02058
AGOC-3A,8,12/29/16 16:00,0.908455
Appluimonia,7,12/29/16 16:00,0.831669
AGOC-3A,3,12/29/16 16:00,0.794217
AGOC-3A,9,12/29/16 16:00,0.757652
Appluimonia,6,12/29/16 16:00,0.750611
Chlorodinine,8,12/29/16 16:00,0.641116
Chlorodinine,6,12/29/16 16:00,0.633208
Appluimonia,5,12/29/16 16:00,0.397173
Methylosmolene,6,12/29/16 16:00,0.321757
AGOC-3A,2,12/29/16 16:00,0.32056
Chlorodinine,9,12/29/16 16:00,0.308802
AGOC-3A,6,12/29/16 16:00,0.262134
AGOC-3A,7,12/29/16 16:00,0.23589
AGOC-3A,1,12/29/16 16:00,0.23465
Appluimonia,9,12/29/16 16:00,0.198003
Chlorodinine,2,12/29/16 16:00,0.176164
Methylosmolene,8,12/29/16 16:00,0.165611
Appluimonia,8,12/29/16 16:00,0.115154
Methylosmolene,1,12/29/16 16:00,0.09603
Methylosmolene,9,12/29/16 16:00,0.0910788
Methylosmolene,2,12/29/16 16:00,0.0641655
Appluimonia,3,12/29/16 16:00,0.0550873
Chlorodinine,1,12/29/16 16:00,0.0499411
Appluimonia,1,12/29/16 16:00,0.0495964
Chlorodinine,5,12/29/16 16:00,0.0393591
AGOC-3A,5,12/29/16 16:00,0.0144553
Chlorodinine,7,12/29/16 16:00,0.00587896
Methylosmolene,4,12/29/16 17:00,2.30324
Chlorodinine,4,12/29/16 17:00,2.25034
AGOC-3A,4,12/29/16 17:00,2.181
Appluimonia,4,12/29/16 17:00,1.77318
Appluimonia,5,12/29/16 17:00,1.68781
Methylosmolene,7,12/29/16 17:00,0.982775
Methylosmolene,9,12/29/16 17:00,0.952798
Appluimonia,9,12/29/16 17:00,0.864442
Chlorodinine,8,12/29/16 17:00,0.844135
AGOC-3A,5,12/29/16 17:00,0.812539
Methylosmolene,3,12/29/16 17:00,0.807023
AGOC-3A,3,12/29/16 17:00,0.688487
Appluimonia,3,12/29/16 17:00,0.65687
Appluimonia,6,12/29/16 17:00,0.655156
Chlorodinine,5,12/29/16 17:00,0.542608
Methylosmolene,2,12/29/16 17:00,0.472624
Chlorodinine,9,12/29/16 17:00,0.470797
Chlorodinine,2,12/29/16 17:00,0.450429
AGOC-3A,9,12/29/16 17:00,0.446917
AGOC-3A,6,12/29/16 17:00,0.416642
Chlorodinine,3,12/29/16 17:00,0.411489
Methylosmolene,1,12/29/16 17:00,0.368115
Chlorodinine,6,12/29/16 17:00,0.360821
Methylosmolene,6,12/29/16 17:00,0.312622
AGOC-3A,8,12/29/16 17:00,0.297553
AGOC-3A,7,12/29/16 17:00,0.295295
Appluimonia,2,12/29/16 17:00,0.281355
Methylosmolene,5,12/29/16 17:00,0.229607
AGOC-3A,2,12/29/16 17:00,0.198853
Appluimonia,7,12/29/16 17:00,0.198009
Chlorodinine,7,12/29/16 17:00,0.151591
Methylosmolene,8,12/29/16 17:00,0.149905
Chlorodinine,1,12/29/16 17:00,0.135935
AGOC-3A,1,12/29/16 17:00,0.131365
Appluimonia,1,12/29/16 17:00,0.0640872
Appluimonia,8,12/29/16 17:00,0.0493034
Methylosmolene,4,12/29/16 18:00,2.22566
Appluimonia,4,12/29/16 18:00,2.08965
AGOC-3A,3,12/29/16 18:00,1.95366
AGOC-3A,4,12/29/16 18:00,1.91635
Chlorodinine,4,12/29/16 18:00,1.74348
Chlorodinine,3,12/29/16 18:00,1.59305
AGOC-3A,9,12/29/16 18:00,1.09514
Appluimonia,3,12/29/16 18:00,1.00847
Chlorodinine,7,12/29/16 18:00,0.909634
AGOC-3A,7,12/29/16 18:00,0.893313
Appluimonia,5,12/29/16 18:00,0.884023
Appluimonia,8,12/29/16 18:00,0.876218
AGOC-3A,8,12/29/16 18:00,0.852797
Methylosmolene,7,12/29/16 18:00,0.56484
Chlorodinine,9,12/29/16 18:00,0.558786
Methylosmolene,2,12/29/16 18:00,0.490553
Appluimonia,6,12/29/16 18:00,0.481175
Methylosmolene,8,12/29/16 18:00,0.477454
AGOC-3A,6,12/29/16 18:00,0.474048
Chlorodinine,2,12/29/16 18:00,0.402755
Methylosmolene,9,12/29/16 18:00,0.39421
AGOC-3A,5,12/29/16 18:00,0.377282
Methylosmolene,5,12/29/16 18:00,0.375976
Chlorodinine,1,12/29/16 18:00,0.304443
Appluimonia,1,12/29/16 18:00,0.300362
Methylosmolene,6,12/29/16 18:00,0.26843
Methylosmolene,3,12/29/16 18:00,0.262445
Appluimonia,7,12/29/16 18:00,0.228026
Chlorodinine,5,12/29/16 18:00,0.227065
Methylosmolene,1,12/29/16 18:00,0.148707
Appluimonia,9,12/29/16 18:00,0.132161
AGOC-3A,2,12/29/16 18:00,0.0775684
Chlorodinine,6,12/29/16 18:00,0.057688
AGOC-3A,1,12/29/16 18:00,0.0160741
Chlorodinine,8,12/29/16 18:00,0.0129561
Appluimonia,2,12/29/16 18:00,0.00608604
Appluimonia,5,12/29/16 19:00,3.00299
Appluimonia,4,12/29/16 19:00,2.47244
Chlorodinine,4,12/29/16 19:00,2.23966
AGOC-3A,3,12/29/16 19:00,2.16645
AGOC-3A,4,12/29/16 19:00,2.1518
Methylosmolene,4,12/29/16 19:00,1.73445
Methylosmolene,8,12/29/16 19:00,1.23301
Appluimonia,3,12/29/16 19:00,1.02126
Methylosmolene,5,12/29/16 19:00,0.913179
Chlorodinine,3,12/29/16 19:00,0.85448
Methylosmolene,7,12/29/16 19:00,0.837475
AGOC-3A,9,12/29/16 19:00,0.797605
Methylosmolene,6,12/29/16 19:00,0.724745
AGOC-3A,8,12/29/16 19:00,0.599163
Chlorodinine,8,12/29/16 19:00,0.560325
Chlorodinine,6,12/29/16 19:00,0.542364
Methylosmolene,2,12/29/16 19:00,0.541988
Methylosmolene,3,12/29/16 19:00,0.492344
Appluimonia,7,12/29/16 19:00,0.477584
Appluimonia,9,12/29/16 19:00,0.44497
Methylosmolene,1,12/29/16 19:00,0.440393
Chlorodinine,9,12/29/16 19:00,0.431846
Chlorodinine,5,12/29/16 19:00,0.4145
AGOC-3A,7,12/29/16 19:00,0.405803
Appluimonia,8,12/29/16 19:00,0.335385
Chlorodinine,1,12/29/16 19:00,0.306395
AGOC-3A,5,12/29/16 19:00,0.222269
Appluimonia,1,12/29/16 19:00,0.202532
Chlorodinine,7,12/29/16 19:00,0.19753
AGOC-3A,2,12/29/16 19:00,0.137461
AGOC-3A,1,12/29/16 19:00,0.132937
Appluimonia,6,12/29/16 19:00,0.112287
AGOC-3A,6,12/29/16 19:00,0.109063
Appluimonia,2,12/29/16 19:00,0.0903031
Methylosmolene,9,12/29/16 19:00,0.0552894
Chlorodinine,2,12/29/16 19:00,0.0541628
Appluimonia,4,12/29/16 20:00,2.34551
AGOC-3A,4,12/29/16 20:00,2.2887
Methylosmolene,3,12/29/16 20:00,2.26498
Chlorodinine,4,12/29/16 20:00,2.06111
Methylosmolene,5,12/29/16 20:00,2.0065
Methylosmolene,4,12/29/16 20:00,1.82191
AGOC-3A,3,12/29/16 20:00,1.65492
Chlorodinine,7,12/29/16 20:00,1.12606
Appluimonia,3,12/29/16 20:00,1.09698
AGOC-3A,9,12/29/16 20:00,1.09663
Appluimonia,5,12/29/16 20:00,0.844335
Methylosmolene,6,12/29/16 20:00,0.624234
AGOC-3A,5,12/29/16 20:00,0.562382
Appluimonia,8,12/29/16 20:00,0.542898
Methylosmolene,9,12/29/16 20:00,0.526238
Appluimonia,7,12/29/16 20:00,0.503296
Appluimonia,2,12/29/16 20:00,0.501782
Chlorodinine,3,12/29/16 20:00,0.498078
AGOC-3A,8,12/29/16 20:00,0.395517
Chlorodinine,6,12/29/16 20:00,0.337854
AGOC-3A,1,12/29/16 20:00,0.319843
AGOC-3A,7,12/29/16 20:00,0.280177
Appluimonia,9,12/29/16 20:00,0.251677
AGOC-3A,6,12/29/16 20:00,0.213337
Methylosmolene,2,12/29/16 20:00,0.207972
Chlorodinine,5,12/29/16 20:00,0.167213
Appluimonia,1,12/29/16 20:00,0.147942
Methylosmolene,1,12/29/16 20:00,0.139409
Appluimonia,6,12/29/16 20:00,0.0994775
Chlorodinine,2,12/29/16 20:00,0.0847273
Chlorodinine,1,12/29/16 20:00,0.0546837
Methylosmolene,8,12/29/16 20:00,0.0433987
AGOC-3A,2,12/29/16 20:00,0.0370522
Chlorodinine,9,12/29/16 20:00,0.0290591
Methylosmolene,7,12/29/16 20:00,0.0197022
Chlorodinine,8,12/29/16 20:00,0.0165261
Chlorodinine,3,12/29/16 21:00,8.82636
AGOC-3A,3,12/29/16 21:00,2.90824
AGOC-3A,4,12/29/16 21:00,2.36618
Appluimonia,4,12/29/16 21:00,2.20719
Chlorodinine,4,12/29/16 21:00,1.97336
Methylosmolene,4,12/29/16 21:00,1.59696
Chlorodinine,5,12/29/16 21:00,0.931989
Appluimonia,3,12/29/16 21:00,0.913742
Appluimonia,9,12/29/16 21:00,0.897274
Methylosmolene,8,12/29/16 21:00,0.857121
AGOC-3A,9,12/29/16 21:00,0.842778
Chlorodinine,7,12/29/16 21:00,0.833155
AGOC-3A,8,12/29/16 21:00,0.69419
Methylosmolene,9,12/29/16 21:00,0.615762
Appluimonia,6,12/29/16 21:00,0.585954
Methylosmolene,2,12/29/16 21:00,0.570779
Chlorodinine,8,12/29/16 21:00,0.465576
Methylosmolene,7,12/29/16 21:00,0.4069
Chlorodinine,6,12/29/16 21:00,0.397116
AGOC-3A,1,12/29/16 21:00,0.392878
Methylosmolene,1,12/29/16 21:00,0.391132
AGOC-3A,6,12/29/16 21:00,0.389461
Chlorodinine,2,12/29/16 21:00,0.315114
Appluimonia,1,12/29/16 21:00,0.310506
Chlorodinine,9,12/29/16 21:00,0.278602
Appluimonia,5,12/29/16 21:00,0.228919
Methylosmolene,6,12/29/16 21:00,0.215713
Appluimonia,7,12/29/16 21:00,0.201269
Methylosmolene,3,12/29/16 21:00,0.185146
Methylosmolene,5,12/29/16 21:00,0.149802
AGOC-3A,7,12/29/16 21:00,0.085333
AGOC-3A,5,12/29/16 21:00,0.0775531
AGOC-3A,2,12/29/16 21:00,0.0749363
Appluimonia,8,12/29/16 21:00,0.0727047
Appluimonia,2,12/29/16 21:00,0.0628353
Chlorodinine,1,12/29/16 21:00,0.00934067
Methylosmolene,4,12/29/16 22:00,2.4043
Chlorodinine,4,12/29/16 22:00,2.22026
AGOC-3A,3,12/29/16 22:00,2.14831
AGOC-3A,4,12/29/16 22:00,2.07725
Chlorodinine,7,12/29/16 22:00,1.8919
Appluimonia,4,12/29/16 22:00,1.65491
Chlorodinine,3,12/29/16 22:00,1.50885
Appluimonia,5,12/29/16 22:00,1.21629
AGOC-3A,7,12/29/16 22:00,1.01785
Appluimonia,9,12/29/16 22:00,1.0074
Chlorodinine,5,12/29/16 22:00,0.91345
Methylosmolene,5,12/29/16 22:00,0.69933
Appluimonia,2,12/29/16 22:00,0.674097
Chlorodinine,1,12/29/16 22:00,0.665196
AGOC-3A,9,12/29/16 22:00,0.607738
Chlorodinine,8,12/29/16 22:00,0.555396
Appluimonia,6,12/29/16 22:00,0.482872
Methylosmolene,9,12/29/16 22:00,0.466788
Chlorodinine,6,12/29/16 22:00,0.453278
Methylosmolene,6,12/29/16 22:00,0.442789
Methylosmolene,1,12/29/16 22:00,0.433117
Appluimonia,8,12/29/16 22:00,0.431197
Methylosmolene,3,12/29/16 22:00,0.416786
AGOC-3A,1,12/29/16 22:00,0.292916
Appluimonia,3,12/29/16 22:00,0.266923
Methylosmolene,8,12/29/16 22:00,0.205603
AGOC-3A,6,12/29/16 22:00,0.153149
AGOC-3A,5,12/29/16 22:00,0.13176
Methylosmolene,7,12/29/16 22:00,0.130575
AGOC-3A,8,12/29/16 22:00,0.105448
Appluimonia,1,12/29/16 22:00,0.0861272
Chlorodinine,2,12/29/16 22:00,0.0473844
Chlorodinine,9,12/29/16 22:00,0.0346292
AGOC-3A,2,12/29/16 22:00,0.0146104
Appluimonia,7,12/29/16 22:00,0.0104184
Methylosmolene,2,12/29/16 22:00,0.00807843
Methylosmolene,3,12/29/16 23:00,1.99257
AGOC-3A,4,12/29/16 23:00,1.95647
Appluimonia,4,12/29/16 23:00,1.93311
Chlorodinine,4,12/29/16 23:00,1.86456
Methylosmolene,4,12/29/16 23:00,1.6472
Chlorodinine,5,12/29/16 23:00,1.20987
Appluimonia,7,12/29/16 23:00,1.06453
Chlorodinine,3,12/29/16 23:00,0.899335
Appluimonia,9,12/29/16 23:00,0.778051
Methylosmolene,9,12/29/16 23:00,0.732547
Appluimonia,6,12/29/16 23:00,0.663453
Appluimonia,8,12/29/16 23:00,0.656564
Methylosmolene,2,12/29/16 23:00,0.638441
AGOC-3A,1,12/29/16 23:00,0.635892
Appluimonia,3,12/29/16 23:00,0.623477
AGOC-3A,6,12/29/16 23:00,0.619283
AGOC-3A,3,12/29/16 23:00,0.615237
AGOC-3A,2,12/29/16 23:00,0.579856
Methylosmolene,6,12/29/16 23:00,0.468083
Methylosmolene,8,12/29/16 23:00,0.449838
AGOC-3A,5,12/29/16 23:00,0.357334
Appluimonia,5,12/29/16 23:00,0.307296
Appluimonia,2,12/29/16 23:00,0.278078
Methylosmolene,7,12/29/16 23:00,0.247007
AGOC-3A,8,12/29/16 23:00,0.231731
Chlorodinine,1,12/29/16 23:00,0.217763
Methylosmolene,1,12/29/16 23:00,0.206475
Appluimonia,1,12/29/16 23:00,0.19733
Chlorodinine,7,12/29/16 23:00,0.18439
AGOC-3A,9,12/29/16 23:00,0.165812
Chlorodinine,2,12/29/16 23:00,0.134404
AGOC-3A,7,12/29/16 23:00,0.0912071
Methylosmolene,5,12/29/16 23:00,0.0676891
Chlorodinine,6,12/29/16 23:00,0.0564238
Chlorodinine,8,12/29/16 23:00,0.0352332
Chlorodinine,9,12/29/16 23:00,0.0228817
Methylosmolene,3,12/30/16 0:00,2.66893
Chlorodinine,4,12/30/16 0:00,2.41493
AGOC-3A,4,12/30/16 0:00,2.20445
Appluimonia,3,12/30/16 0:00,2.0543
Appluimonia,4,12/30/16 0:00,2.00387
Chlorodinine,3,12/30/16 0:00,1.82909
AGOC-3A,5,12/30/16 0:00,1.58097
Methylosmolene,4,12/30/16 0:00,1.57092
Appluimonia,7,12/30/16 0:00,1.32125
Appluimonia,9,12/30/16 0:00,1.18697
AGOC-3A,9,12/30/16 0:00,1.06172
Chlorodinine,8,12/30/16 0:00,0.906811
Chlorodinine,9,12/30/16 0:00,0.817093
AGOC-3A,6,12/30/16 0:00,0.798926
Appluimonia,2,12/30/16 0:00,0.745775
Chlorodinine,7,12/30/16 0:00,0.604144
AGOC-3A,3,12/30/16 0:00,0.566868
Appluimonia,6,12/30/16 0:00,0.536106
Methylosmolene,2,12/30/16 0:00,0.51056
Methylosmolene,6,12/30/16 0:00,0.446098
Chlorodinine,1,12/30/16 0:00,0.437303
Chlorodinine,2,12/30/16 0:00,0.432983
Methylosmolene,8,12/30/16 0:00,0.417983
Methylosmolene,5,12/30/16 0:00,0.374848
AGOC-3A,2,12/30/16 0:00,0.298721
Methylosmolene,9,12/30/16 0:00,0.284063
Appluimonia,5,12/30/16 0:00,0.221744
Appluimonia,8,12/30/16 0:00,0.2055
Methylosmolene,7,12/30/16 0:00,0.197916
Methylosmolene,1,12/30/16 0:00,0.174341
AGOC-3A,7,12/30/16 0:00,0.128598
AGOC-3A,1,12/30/16 0:00,0.0944329
Chlorodinine,6,12/30/16 0:00,0.0872384
Chlorodinine,5,12/30/16 0:00,0.0786037
Appluimonia,1,12/30/16 0:00,0.0722295
AGOC-3A,8,12/30/16 0:00,0.00251325
Appluimonia,4,12/30/16 1:00,2.0683
Chlorodinine,4,12/30/16 1:00,1.98559
AGOC-3A,4,12/30/16 1:00,1.80084
Methylosmolene,4,12/30/16 1:00,1.76786
Chlorodinine,3,12/30/16 1:00,0.929435
Methylosmolene,2,12/30/16 1:00,0.856684
Methylosmolene,3,12/30/16 1:00,0.781371
Appluimonia,5,12/30/16 1:00,0.773603
Appluimonia,1,12/30/16 1:00,0.720333
Methylosmolene,9,12/30/16 1:00,0.642226
Methylosmolene,7,12/30/16 1:00,0.612081
Methylosmolene,5,12/30/16 1:00,0.607754
AGOC-3A,9,12/30/16 1:00,0.604622
Chlorodinine,6,12/30/16 1:00,0.581961
Appluimonia,2,12/30/16 1:00,0.561613
Chlorodinine,9,12/30/16 1:00,0.552579
Chlorodinine,7,12/30/16 1:00,0.519681
Appluimonia,7,12/30/16 1:00,0.493014
Methylosmolene,6,12/30/16 1:00,0.44221
Chlorodinine,5,12/30/16 1:00,0.432334
AGOC-3A,3,12/30/16 1:00,0.431816
Appluimonia,9,12/30/16 1:00,0.428976
Appluimonia,6,12/30/16 1:00,0.381269
AGOC-3A,5,12/30/16 1:00,0.37345
AGOC-3A,8,12/30/16 1:00,0.346182
Methylosmolene,8,12/30/16 1:00,0.320982
Chlorodinine,1,12/30/16 1:00,0.269317
Methylosmolene,1,12/30/16 1:00,0.261617
Appluimonia,3,12/30/16 1:00,0.253491
Appluimonia,8,12/30/16 1:00,0.198222
AGOC-3A,2,12/30/16 1:00,0.195268
Chlorodinine,2,12/30/16 1:00,0.192151
AGOC-3A,7,12/30/16 1:00,0.130046
AGOC-3A,6,12/30/16 1:00,0.128464
AGOC-3A,1,12/30/16 1:00,0.0612824
Chlorodinine,8,12/30/16 1:00,0.00710893
Appluimonia,3,12/30/16 2:00,2.88246
Chlorodinine,4,12/30/16 2:00,2.18424
Methylosmolene,4,12/30/16 2:00,2.08002
Appluimonia,4,12/30/16 2:00,2.0245
AGOC-3A,4,12/30/16 2:00,1.60869
Chlorodinine,3,12/30/16 2:00,1.29476
Chlorodinine,7,12/30/16 2:00,0.969905
Appluimonia,7,12/30/16 2:00,0.812837
Chlorodinine,8,12/30/16 2:00,0.709567
AGOC-3A,3,12/30/16 2:00,0.697311
Appluimonia,8,12/30/16 2:00,0.681621
Methylosmolene,9,12/30/16 2:00,0.632787
Appluimonia,9,12/30/16 2:00,0.623227
Appluimonia,6,12/30/16 2:00,0.610003
Chlorodinine,5,12/30/16 2:00,0.582998
AGOC-3A,9,12/30/16 2:00,0.509686
Methylosmolene,8,12/30/16 2:00,0.454466
Chlorodinine,6,12/30/16 2:00,0.448205
Appluimonia,5,12/30/16 2:00,0.441735
Chlorodinine,2,12/30/16 2:00,0.411416
AGOC-3A,8,12/30/16 2:00,0.38961
AGOC-3A,6,12/30/16 2:00,0.377115
Chlorodinine,9,12/30/16 2:00,0.369567
Appluimonia,1,12/30/16 2:00,0.35721
Methylosmolene,5,12/30/16 2:00,0.350526
AGOC-3A,1,12/30/16 2:00,0.291657
Methylosmolene,1,12/30/16 2:00,0.192601
Methylosmolene,2,12/30/16 2:00,0.190743
Methylosmolene,6,12/30/16 2:00,0.182273
Methylosmolene,3,12/30/16 2:00,0.163616
AGOC-3A,2,12/30/16 2:00,0.103967
Appluimonia,2,12/30/16 2:00,0.103004
AGOC-3A,7,12/30/16 2:00,0.057959
AGOC-3A,5,12/30/16 2:00,0.0578047
Chlorodinine,1,12/30/16 2:00,0.0376743
Methylosmolene,7,12/30/16 2:00,0.00112374
Methylosmolene,3,12/30/16 3:00,5.27835
AGOC-3A,4,12/30/16 3:00,2.32046
Appluimonia,4,12/30/16 3:00,1.92219
Chlorodinine,4,12/30/16 3:00,1.89319
Methylosmolene,4,12/30/16 3:00,1.86189
Methylosmolene,5,12/30/16 3:00,1.55532
Chlorodinine,5,12/30/16 3:00,1.42397
Methylosmolene,2,12/30/16 3:00,1.07611
AGOC-3A,3,12/30/16 3:00,1.03757
Methylosmolene,9,12/30/16 3:00,0.879383
Appluimonia,3,12/30/16 3:00,0.876691
Appluimonia,7,12/30/16 3:00,0.831768
Appluimonia,9,12/30/16 3:00,0.811588
Methylosmolene,7,12/30/16 3:00,0.747034
AGOC-3A,6,12/30/16 3:00,0.731082
Chlorodinine,6,12/30/16 3:00,0.715281
AGOC-3A,2,12/30/16 3:00,0.683125
Chlorodinine,9,12/30/16 3:00,0.674136
Methylosmolene,6,12/30/16 3:00,0.564204
Methylosmolene,8,12/30/16 3:00,0.559993
AGOC-3A,7,12/30/16 3:00,0.462247
AGOC-3A,5,12/30/16 3:00,0.445355
Appluimonia,5,12/30/16 3:00,0.440185
Appluimonia,1,12/30/16 3:00,0.424982
Appluimonia,6,12/30/16 3:00,0.369149
Chlorodinine,1,12/30/16 3:00,0.351156
Appluimonia,2,12/30/16 3:00,0.335486
Methylosmolene,1,12/30/16 3:00,0.332998
Chlorodinine,7,12/30/16 3:00,0.238657
Chlorodinine,8,12/30/16 3:00,0.229576
AGOC-3A,9,12/30/16 3:00,0.197591
Chlorodinine,2,12/30/16 3:00,0.12161
AGOC-3A,8,12/30/16 3:00,0.115548
Appluimonia,8,12/30/16 3:00,0.0737403
AGOC-3A,1,12/30/16 3:00,0.0222941
Chlorodinine,3,12/30/16 3:00,0.0216219
AGOC-3A,3,12/30/16 4:00,3.02491
AGOC-3A,4,12/30/16 4:00,2.24511
Appluimonia,4,12/30/16 4:00,2.18668
Methylosmolene,4,12/30/16 4:00,1.96721
Chlorodinine,4,12/30/16 4:00,1.93738
Methylosmolene,3,12/30/16 4:00,1.51896
Chlorodinine,5,12/30/16 4:00,1.32457
AGOC-3A,2,12/30/16 4:00,0.844286
Methylosmolene,5,12/30/16 4:00,0.838921
Methylosmolene,8,12/30/16 4:00,0.7747
Appluimonia,9,12/30/16 4:00,0.766263
AGOC-3A,7,12/30/16 4:00,0.727204
Methylosmolene,6,12/30/16 4:00,0.698178
AGOC-3A,6,12/30/16 4:00,0.616404
AGOC-3A,8,12/30/16 4:00,0.57096
AGOC-3A,5,12/30/16 4:00,0.542032
Appluimonia,3,12/30/16 4:00,0.527921
Appluimonia,8,12/30/16 4:00,0.469487
Chlorodinine,2,12/30/16 4:00,0.461546
Chlorodinine,1,12/30/16 4:00,0.460781
Chlorodinine,8,12/30/16 4:00,0.455725
Methylosmolene,9,12/30/16 4:00,0.44527
Appluimonia,5,12/30/16 4:00,0.44207
Chlorodinine,3,12/30/16 4:00,0.292023
AGOC-3A,9,12/30/16 4:00,0.249697
Appluimonia,6,12/30/16 4:00,0.206731
Chlorodinine,9,12/30/16 4:00,0.185242
Chlorodinine,6,12/30/16 4:00,0.170555
Appluimonia,7,12/30/16 4:00,0.16318
Methylosmolene,7,12/30/16 4:00,0.0862484
Methylosmolene,2,12/30/16 4:00,0.0861349
Methylosmolene,1,12/30/16 4:00,0.0661363
Appluimonia,2,12/30/16 4:00,0.0505412
Chlorodinine,7,12/30/16 4:00,0.038677
Appluimonia,1,12/30/16 4:00,0.021347
AGOC-3A,1,12/30/16 4:00,0.00814209
AGOC-3A,3,12/30/16 5:00,3.64162
Chlorodinine,4,12/30/16 5:00,2.16926
Methylosmolene,4,12/30/16 5:00,2.14849
Appluimonia,4,12/30/16 5:00,1.93803
AGOC-3A,4,12/30/16 5:00,1.86581
Methylosmolene,3,12/30/16 5:00,1.57151
Methylosmolene,5,12/30/16 5:00,0.978078
Methylosmolene,2,12/30/16 5:00,0.879387
Appluimonia,3,12/30/16 5:00,0.868828
Chlorodinine,3,12/30/16 5:00,0.737783
AGOC-3A,9,12/30/16 5:00,0.703105
Methylosmolene,7,12/30/16 5:00,0.673171
Appluimonia,5,12/30/16 5:00,0.586812
AGOC-3A,8,12/30/16 5:00,0.471383
AGOC-3A,7,12/30/16 5:00,0.45876
Chlorodinine,6,12/30/16 5:00,0.447812
Methylosmolene,8,12/30/16 5:00,0.433561
Chlorodinine,9,12/30/16 5:00,0.400072
Methylosmolene,6,12/30/16 5:00,0.389982
Methylosmolene,9,12/30/16 5:00,0.380716
Methylosmolene,1,12/30/16 5:00,0.347677
Appluimonia,9,12/30/16 5:00,0.336549
Appluimonia,8,12/30/16 5:00,0.335416
AGOC-3A,2,12/30/16 5:00,0.267531
AGOC-3A,5,12/30/16 5:00,0.265491
Appluimonia,2,12/30/16 5:00,0.214524
Chlorodinine,2,12/30/16 5:00,0.189869
Appluimonia,6,12/30/16 5:00,0.17926
Appluimonia,1,12/30/16 5:00,0.17116
Chlorodinine,1,12/30/16 5:00,0.151716
Chlorodinine,5,12/30/16 5:00,0.143606
Appluimonia,7,12/30/16 5:00,0.14356
AGOC-3A,1,12/30/16 5:00,0.122929
Chlorodinine,7,12/30/16 5:00,0.107216
AGOC-3A,6,12/30/16 5:00,0.0504946
Chlorodinine,8,12/30/16 5:00,0.0282322
Appluimonia,3,12/30/16 6:00,3.4796
Methylosmolene,3,12/30/16 6:00,3.47642
Methylosmolene,4,12/30/16 6:00,2.32494
AGOC-3A,4,12/30/16 6:00,2.12338
Appluimonia,4,12/30/16 6:00,2.10859
Chlorodinine,4,12/30/16 6:00,2.07199
Chlorodinine,9,12/30/16 6:00,1.29309
Chlorodinine,7,12/30/16 6:00,0.990719
Appluimonia,8,12/30/16 6:00,0.924511
AGOC-3A,5,12/30/16 6:00,0.818425
Appluimonia,9,12/30/16 6:00,0.697895
Chlorodinine,5,12/30/16 6:00,0.686312
AGOC-3A,9,12/30/16 6:00,0.661261
Appluimonia,5,12/30/16 6:00,0.638825
Chlorodinine,6,12/30/16 6:00,0.553323
Methylosmolene,6,12/30/16 6:00,0.479467
Appluimonia,2,12/30/16 6:00,0.47752
Chlorodinine,8,12/30/16 6:00,0.458175
AGOC-3A,8,12/30/16 6:00,0.37003
AGOC-3A,7,12/30/16 6:00,0.30314
Methylosmolene,7,12/30/16 6:00,0.29705
Methylosmolene,5,12/30/16 6:00,0.294097
AGOC-3A,6,12/30/16 6:00,0.288047
Appluimonia,1,12/30/16 6:00,0.270504
Appluimonia,6,12/30/16 6:00,0.230859
AGOC-3A,1,12/30/16 6:00,0.197299
AGOC-3A,3,12/30/16 6:00,0.189452
Chlorodinine,3,12/30/16 6:00,0.188611
Methylosmolene,9,12/30/16 6:00,0.187613
Methylosmolene,1,12/30/16 6:00,0.174449
Chlorodinine,1,12/30/16 6:00,0.159432
AGOC-3A,2,12/30/16 6:00,0.136666
Appluimonia,7,12/30/16 6:00,0.0625024
Methylosmolene,2,12/30/16 6:00,0.054463
Methylosmolene,8,12/30/16 6:00,0.0178364
Chlorodinine,2,12/30/16 6:00,0.00674997
Methylosmolene,3,12/30/16 7:00,2.93253
AGOC-3A,4,12/30/16 7:00,2.34019
Chlorodinine,3,12/30/16 7:00,2.24484
Appluimonia,4,12/30/16 7:00,2.19445
Methylosmolene,4,12/30/16 7:00,2.18454
AGOC-3A,3,12/30/16 7:00,2.14365
Chlorodinine,4,12/30/16 7:00,2.03006
AGOC-3A,8,12/30/16 7:00,1.13995
Appluimonia,3,12/30/16 7:00,1.10318
Methylosmolene,5,12/30/16 7:00,1.06298
Chlorodinine,8,12/30/16 7:00,0.926687
Chlorodinine,9,12/30/16 7:00,0.856179
Chlorodinine,6,12/30/16 7:00,0.833456
Appluimonia,9,12/30/16 7:00,0.833348
Methylosmolene,9,12/30/16 7:00,0.76612
AGOC-3A,7,12/30/16 7:00,0.727539
AGOC-3A,9,12/30/16 7:00,0.658643
